Shape,Result,Number,Time
<http://SGKG4.org/shapes/Constraint2>,valid,46262,666.8675532341003
<http://SGKG4.org/shapes/Constraint5>,valid,157326,1550.5681703090668
<http://SGKG4.org/shapes/Constraint1>,valid,4638,346.06348276138306
<http://SGKG4.org/shapes/Constraint2>,valid,45825,666.8655831813812
<http://SGKG4.org/shapes/Constraint2>,valid,53302,666.8965525627136
<http://SGKG4.org/shapes/Constraint3>,valid,76534,951.4624516963959
<http://SGKG4.org/shapes/Constraint2>,valid,36480,666.8263983726501
<http://SGKG4.org/shapes/Constraint2>,valid,46378,666.8685500621796
<http://SGKG4.org/shapes/Constraint3>,valid,99229,951.5464880466461
<http://SGKG4.org/shapes/Constraint1>,valid,28346,346.2184405326843
<http://SGKG4.org/shapes/Constraint1>,valid,15250,346.1313261985779
<http://SGKG4.org/shapes/Constraint1>,valid,1206,346.03944182395935
<http://SGKG4.org/shapes/Constraint5>,valid,152065,1550.5392026901245
<http://SGKG4.org/shapes/Constraint3>,violated,70484,951.4374873638153
<http://SGKG4.org/shapes/Constraint3>,valid,88481,951.5074496269226
<http://SGKG4.org/shapes/Constraint1>,valid,16142,346.13832092285156
<http://SGKG4.org/shapes/Constraint2>,valid,51011,666.887552022934
<http://SGKG4.org/shapes/Constraint1>,valid,7770,346.08432507514954
<http://SGKG4.org/shapes/Constraint5>,valid,166338,1550.6082029342651
<http://SGKG4.org/shapes/Constraint4>,valid,111210,1230.6608743667603
<http://SGKG4.org/shapes/Constraint4>,valid,111785,1230.662874698639
<http://SGKG4.org/shapes/Constraint4>,valid,120394,1230.7008800506592
<http://SGKG4.org/shapes/Constraint1>,valid,9883,346.09734869003296
<http://SGKG4.org/shapes/Constraint1>,valid,18219,346.1523234844208
<http://SGKG4.org/shapes/Constraint3>,valid,90917,951.5154492855072
<http://SGKG4.org/shapes/Constraint1>,valid,21480,346.1774182319641
<http://SGKG4.org/shapes/Constraint1>,valid,8484,346.08932161331177
<http://SGKG4.org/shapes/Constraint4>,valid,120869,1230.7028765678406
<http://SGKG4.org/shapes/Constraint4>,valid,131519,1230.7499101161957
<http://SGKG4.org/shapes/Constraint5>,valid,156158,1550.5582029819489
<http://SGKG4.org/shapes/Constraint1>,valid,4620,346.06348276138306
<http://SGKG4.org/shapes/Constraint3>,violated,70827,951.4404854774475
<http://SGKG4.org/shapes/Constraint1>,valid,11,346.031450510025
<http://SGKG4.org/shapes/Constraint2>,valid,44685,666.8615851402283
<http://SGKG4.org/shapes/Constraint5>,valid,154337,1550.5491678714752
<http://SGKG4.org/shapes/Constraint5>,valid,148609,1550.5252044200897
<http://SGKG4.org/shapes/Constraint3>,violated,70165,951.4364857673645
<http://SGKG4.org/shapes/Constraint2>,valid,53562,666.9005851745605
<http://SGKG4.org/shapes/Constraint2>,valid,57211,666.9155881404877
<http://SGKG4.org/shapes/Constraint1>,valid,10776,346.1023488044739
<http://SGKG4.org/shapes/Constraint5>,valid,163047,1550.5942029953003
<http://SGKG4.org/shapes/Constraint3>,valid,84932,951.4944496154785
<http://SGKG4.org/shapes/Constraint4>,valid,107160,1230.6429109573364
<http://SGKG4.org/shapes/Constraint1>,valid,13017,346.1163263320923
<http://SGKG4.org/shapes/Constraint3>,valid,92066,951.519449710846
<http://SGKG4.org/shapes/Constraint3>,valid,85182,951.4954495429993
<http://SGKG4.org/shapes/Constraint2>,valid,39563,666.8393983840942
<http://SGKG4.org/shapes/Constraint1>,valid,27076,346.21140575408936
<http://SGKG4.org/shapes/Constraint5>,violated,137488,1550.4741668701172
<http://SGKG4.org/shapes/Constraint3>,valid,76267,951.461451292038
<http://SGKG4.org/shapes/Constraint1>,valid,14885,346.12832045555115
<http://SGKG4.org/shapes/Constraint3>,valid,100066,951.5504848957062
<http://SGKG4.org/shapes/Constraint3>,valid,91870,951.5184509754181
<http://SGKG4.org/shapes/Constraint5>,valid,143873,1550.5051696300507
<http://SGKG4.org/shapes/Constraint3>,valid,80825,951.4804491996765
<http://SGKG4.org/shapes/Constraint3>,violated,71160,951.4414880275726
<http://SGKG4.org/shapes/Constraint4>,valid,132845,1230.7558739185333
<http://SGKG4.org/shapes/Constraint3>,valid,88973,951.5094497203827
<http://SGKG4.org/shapes/Constraint2>,valid,39184,666.8384025096893
<http://SGKG4.org/shapes/Constraint1>,valid,3718,346.05744767189026
<http://SGKG4.org/shapes/Constraint2>,valid,35578,666.8233995437622
<http://SGKG4.org/shapes/Constraint3>,valid,100646,951.5524852275848
<http://SGKG4.org/shapes/Constraint2>,valid,52029,666.8915519714355
<http://SGKG4.org/shapes/Constraint5>,valid,166620,1550.6092064380646
<http://SGKG4.org/shapes/Constraint3>,valid,88960,951.5084509849548
<http://SGKG4.org/shapes/Constraint4>,valid,111366,1230.6608743667603
<http://SGKG4.org/shapes/Constraint2>,valid,52549,666.8935523033142
<http://SGKG4.org/shapes/Constraint4>,valid,111623,1230.6618750095367
<http://SGKG4.org/shapes/Constraint4>,valid,121235,1230.7069108486176
<http://SGKG4.org/shapes/Constraint2>,valid,50046,666.8835520744324
<http://SGKG4.org/shapes/Constraint3>,valid,99526,951.5484848022461
<http://SGKG4.org/shapes/Constraint5>,violated,136737,1550.4701664447784
<http://SGKG4.org/shapes/Constraint3>,valid,84139,951.4914498329163
<http://SGKG4.org/shapes/Constraint4>,valid,123372,1230.7158751487732
<http://SGKG4.org/shapes/Constraint1>,valid,29064,346.2224164009094
<http://SGKG4.org/shapes/Constraint1>,valid,22324,346.18340611457825
<http://SGKG4.org/shapes/Constraint4>,valid,110850,1230.6588742733002
<http://SGKG4.org/shapes/Constraint5>,valid,161846,1550.5892043113708
<http://SGKG4.org/shapes/Constraint5>,violated,136619,1550.4671702384949
<http://SGKG4.org/shapes/Constraint3>,valid,87839,951.5054500102997
<http://SGKG4.org/shapes/Constraint3>,valid,91207,951.5164496898651
<http://SGKG4.org/shapes/Constraint5>,valid,145679,1550.5121700763702
<http://SGKG4.org/shapes/Constraint4>,valid,127934,1230.734875202179
<http://SGKG4.org/shapes/Constraint3>,valid,87621,951.5044500827789
<http://SGKG4.org/shapes/Constraint5>,valid,147220,1550.5192024707794
<http://SGKG4.org/shapes/Constraint4>,valid,118767,1230.6929166316986
<http://SGKG4.org/shapes/Constraint3>,valid,85787,951.4974493980408
<http://SGKG4.org/shapes/Constraint5>,valid,142375,1550.4981679916382
<http://SGKG4.org/shapes/Constraint1>,valid,33787,346.2414095401764
<http://SGKG4.org/shapes/Constraint2>,valid,42014,666.8503997325897
<http://SGKG4.org/shapes/Constraint4>,valid,105753,1230.6359105110168
<http://SGKG4.org/shapes/Constraint2>,valid,36977,666.8284001350403
<http://SGKG4.org/shapes/Constraint2>,valid,61931,666.9351778030396
<http://SGKG4.org/shapes/Constraint5>,valid,149565,1550.5292053222656
<http://SGKG4.org/shapes/Constraint5>,valid,160731,1550.5841999053955
<http://SGKG4.org/shapes/Constraint4>,valid,115000,1230.676873922348
<http://SGKG4.org/shapes/Constraint1>,valid,558,346.03544068336487
<http://SGKG4.org/shapes/Constraint4>,valid,127899,1230.734875202179
<http://SGKG4.org/shapes/Constraint4>,valid,118170,1230.6899178028107
<http://SGKG4.org/shapes/Constraint4>,valid,110569,1230.657874584198
<http://SGKG4.org/shapes/Constraint4>,valid,131651,1230.7509100437164
<http://SGKG4.org/shapes/Constraint3>,valid,76697,951.4634501934052
<http://SGKG4.org/shapes/Constraint3>,valid,92340,951.5205101966858
<http://SGKG4.org/shapes/Constraint5>,valid,158749,1550.5761694908142
<http://SGKG4.org/shapes/Constraint1>,valid,2489,346.049444437027
<http://SGKG4.org/shapes/Constraint5>,valid,152427,1550.541204214096
<http://SGKG4.org/shapes/Constraint1>,valid,2252,346.047443151474
<http://SGKG4.org/shapes/Constraint3>,valid,99347,951.5474855899811
<http://SGKG4.org/shapes/Constraint2>,valid,65609,666.9501779079437
<http://SGKG4.org/shapes/Constraint4>,valid,119139,1230.6948783397675
<http://SGKG4.org/shapes/Constraint3>,valid,97776,951.541485786438
<http://SGKG4.org/shapes/Constraint4>,valid,131165,1230.748914718628
<http://SGKG4.org/shapes/Constraint2>,valid,40738,666.8443984985352
<http://SGKG4.org/shapes/Constraint1>,valid,23897,346.1924171447754
<http://SGKG4.org/shapes/Constraint3>,valid,79432,951.4754495620728
<http://SGKG4.org/shapes/Constraint3>,violated,70975,951.4404854774475
<http://SGKG4.org/shapes/Constraint4>,valid,128649,1230.7378754615784
<http://SGKG4.org/shapes/Constraint5>,valid,160992,1550.5852024555206
<http://SGKG4.org/shapes/Constraint5>,valid,164046,1550.5981719493866
<http://SGKG4.org/shapes/Constraint1>,valid,30316,346.2274100780487
<http://SGKG4.org/shapes/Constraint3>,valid,81701,951.4834499359131
<http://SGKG4.org/shapes/Constraint5>,valid,142228,1550.4971671104431
<http://SGKG4.org/shapes/Constraint1>,valid,16574,346.14131784439087
<http://SGKG4.org/shapes/Constraint1>,valid,5373,346.069655418396
<http://SGKG4.org/shapes/Constraint5>,valid,163411,1550.5952022075653
<http://SGKG4.org/shapes/Constraint1>,valid,25179,346.20040583610535
<http://SGKG4.org/shapes/Constraint4>,valid,133848,1230.759873867035
<http://SGKG4.org/shapes/Constraint3>,valid,88014,951.5054500102997
<http://SGKG4.org/shapes/Constraint1>,valid,14250,346.1243577003479
<http://SGKG4.org/shapes/Constraint3>,violated,73144,951.4494500160217
<http://SGKG4.org/shapes/Constraint5>,valid,157865,1550.5711686611176
<http://SGKG4.org/shapes/Constraint3>,valid,78936,951.4734508991241
<http://SGKG4.org/shapes/Constraint2>,valid,56712,666.9135830402374
<http://SGKG4.org/shapes/Constraint3>,violated,68054,951.427485704422
<http://SGKG4.org/shapes/Constraint4>,valid,102797,1230.6228775978088
<http://SGKG4.org/shapes/Constraint2>,valid,61448,666.9331798553467
<http://SGKG4.org/shapes/Constraint4>,valid,126454,1230.7288751602173
<http://SGKG4.org/shapes/Constraint4>,valid,128731,1230.7388756275177
<http://SGKG4.org/shapes/Constraint2>,valid,43131,666.8545854091644
<http://SGKG4.org/shapes/Constraint4>,valid,104867,1230.6318786144257
<http://SGKG4.org/shapes/Constraint4>,valid,123138,1230.7148761749268
<http://SGKG4.org/shapes/Constraint4>,valid,127802,1230.734875202179
<http://SGKG4.org/shapes/Constraint2>,valid,42226,666.8503997325897
<http://SGKG4.org/shapes/Constraint1>,valid,16840,346.14231872558594
<http://SGKG4.org/shapes/Constraint4>,valid,132552,1230.7548747062683
<http://SGKG4.org/shapes/Constraint5>,valid,166826,1550.6102027893066
<http://SGKG4.org/shapes/Constraint4>,valid,105648,1230.6359105110168
<http://SGKG4.org/shapes/Constraint3>,valid,78828,951.4734508991241
<http://SGKG4.org/shapes/Constraint2>,valid,36788,666.8284001350403
<http://SGKG4.org/shapes/Constraint3>,violated,72121,951.445449590683
<http://SGKG4.org/shapes/Constraint1>,valid,15607,346.1333198547363
<http://SGKG4.org/shapes/Constraint1>,valid,19211,346.1603229045868
<http://SGKG4.org/shapes/Constraint3>,valid,97948,951.5424892902374
<http://SGKG4.org/shapes/Constraint2>,valid,58791,666.9225878715515
<http://SGKG4.org/shapes/Constraint1>,valid,32029,346.23440885543823
<http://SGKG4.org/shapes/Constraint1>,valid,17930,346.1493196487427
<http://SGKG4.org/shapes/Constraint5>,valid,151363,1550.5372023582458
<http://SGKG4.org/shapes/Constraint4>,valid,107817,1230.645915031433
<http://SGKG4.org/shapes/Constraint1>,valid,16012,346.1363215446472
<http://SGKG4.org/shapes/Constraint5>,valid,166227,1550.6071999073029
<http://SGKG4.org/shapes/Constraint5>,valid,143782,1550.5041699409485
<http://SGKG4.org/shapes/Constraint4>,valid,107778,1230.645915031433
<http://SGKG4.org/shapes/Constraint1>,valid,8992,346.09234952926636
<http://SGKG4.org/shapes/Constraint5>,valid,161668,1550.5882050991058
<http://SGKG4.org/shapes/Constraint5>,valid,162540,1550.5922074317932
<http://SGKG4.org/shapes/Constraint2>,valid,63943,666.9431774616241
<http://SGKG4.org/shapes/Constraint2>,valid,53866,666.9015853404999
<http://SGKG4.org/shapes/Constraint3>,valid,81345,951.4824512004852
<http://SGKG4.org/shapes/Constraint1>,valid,5484,346.069655418396
<http://SGKG4.org/shapes/Constraint4>,valid,124595,1230.7208755016327
<http://SGKG4.org/shapes/Constraint1>,valid,1352,346.04148411750793
<http://SGKG4.org/shapes/Constraint2>,valid,54238,666.9035856723785
<http://SGKG4.org/shapes/Constraint5>,valid,143323,1550.5021696090698
<http://SGKG4.org/shapes/Constraint3>,valid,84319,951.4924504756927
<http://SGKG4.org/shapes/Constraint3>,violated,68862,951.4294855594635
<http://SGKG4.org/shapes/Constraint3>,valid,93162,951.5234525203705
<http://SGKG4.org/shapes/Constraint4>,valid,113410,1230.6698741912842
<http://SGKG4.org/shapes/Constraint2>,valid,38563,666.835399389267
<http://SGKG4.org/shapes/Constraint5>,valid,147089,1550.5192024707794
<http://SGKG4.org/shapes/Constraint1>,valid,21340,346.1774182319641
<http://SGKG4.org/shapes/Constraint5>,valid,157048,1550.5611681938171
<http://SGKG4.org/shapes/Constraint4>,valid,121373,1230.7069108486176
<http://SGKG4.org/shapes/Constraint1>,valid,30095,346.2264139652252
<http://SGKG4.org/shapes/Constraint3>,valid,80805,951.4794497489929
<http://SGKG4.org/shapes/Constraint3>,violated,73066,951.4494500160217
<http://SGKG4.org/shapes/Constraint2>,valid,60380,666.9291779994965
<http://SGKG4.org/shapes/Constraint2>,valid,37047,666.8294010162354
<http://SGKG4.org/shapes/Constraint2>,valid,60577,666.9301810264587
<http://SGKG4.org/shapes/Constraint2>,valid,40782,666.8454012870789
<http://SGKG4.org/shapes/Constraint4>,valid,129841,1230.7428753376007
<http://SGKG4.org/shapes/Constraint5>,valid,164075,1550.5981719493866
<http://SGKG4.org/shapes/Constraint3>,valid,78674,951.4724502563477
<http://SGKG4.org/shapes/Constraint5>,valid,166367,1550.6082029342651
<http://SGKG4.org/shapes/Constraint3>,violated,67659,951.425576210022
<http://SGKG4.org/shapes/Constraint1>,valid,27661,346.21537685394287
<http://SGKG4.org/shapes/Constraint4>,valid,130066,1230.74387550354
<http://SGKG4.org/shapes/Constraint4>,valid,106046,1230.6368775367737
<http://SGKG4.org/shapes/Constraint2>,valid,40383,666.8434023857117
<http://SGKG4.org/shapes/Constraint1>,valid,30380,346.2274100780487
<http://SGKG4.org/shapes/Constraint2>,valid,42997,666.8535847663879
<http://SGKG4.org/shapes/Constraint2>,valid,52585,666.8935523033142
<http://SGKG4.org/shapes/Constraint4>,valid,122150,1230.7099108695984
<http://SGKG4.org/shapes/Constraint1>,valid,26964,346.2104058265686
<http://SGKG4.org/shapes/Constraint5>,valid,166680,1550.6092064380646
<http://SGKG4.org/shapes/Constraint4>,valid,110157,1230.6558747291565
<http://SGKG4.org/shapes/Constraint1>,valid,6258,346.07536125183105
<http://SGKG4.org/shapes/Constraint3>,valid,99905,951.5494871139526
<http://SGKG4.org/shapes/Constraint4>,valid,103181,1230.6248779296875
<http://SGKG4.org/shapes/Constraint2>,valid,38644,666.835399389267
<http://SGKG4.org/shapes/Constraint1>,valid,33145,346.23937344551086
<http://SGKG4.org/shapes/Constraint1>,valid,4593,346.0624406337738
<http://SGKG4.org/shapes/Constraint5>,violated,138706,1550.479166507721
<http://SGKG4.org/shapes/Constraint1>,valid,4876,346.0644929409027
<http://SGKG4.org/shapes/Constraint3>,violated,69130,951.4324879646301
<http://SGKG4.org/shapes/Constraint5>,valid,152686,1550.5422022342682
<http://SGKG4.org/shapes/Constraint3>,violated,72429,951.4464492797852
<http://SGKG4.org/shapes/Constraint5>,valid,162038,1550.5902025699615
<http://SGKG4.org/shapes/Constraint5>,valid,150487,1550.5332062244415
<http://SGKG4.org/shapes/Constraint1>,valid,8469,346.08932161331177
<http://SGKG4.org/shapes/Constraint5>,valid,157487,1550.5691697597504
<http://SGKG4.org/shapes/Constraint3>,valid,97267,951.5394518375397
<http://SGKG4.org/shapes/Constraint3>,valid,80586,951.4794497489929
<http://SGKG4.org/shapes/Constraint3>,valid,89009,951.5094497203827
<http://SGKG4.org/shapes/Constraint2>,valid,37242,666.8294010162354
<http://SGKG4.org/shapes/Constraint5>,valid,141211,1550.4931664466858
<http://SGKG4.org/shapes/Constraint3>,violated,73652,951.4514496326447
<http://SGKG4.org/shapes/Constraint4>,valid,122792,1230.7128779888153
<http://SGKG4.org/shapes/Constraint1>,valid,1468,346.0424528121948
<http://SGKG4.org/shapes/Constraint5>,valid,168219,1550.6161675453186
<http://SGKG4.org/shapes/Constraint1>,valid,26688,346.20940685272217
<http://SGKG4.org/shapes/Constraint1>,valid,27110,346.21140575408936
<http://SGKG4.org/shapes/Constraint5>,valid,166470,1550.6082029342651
<http://SGKG4.org/shapes/Constraint5>,valid,166830,1550.6102027893066
<http://SGKG4.org/shapes/Constraint5>,valid,162901,1550.5932049751282
<http://SGKG4.org/shapes/Constraint1>,valid,21990,346.1804151535034
<http://SGKG4.org/shapes/Constraint1>,valid,31433,346.23240971565247
<http://SGKG4.org/shapes/Constraint5>,valid,144431,1550.5071697235107
<http://SGKG4.org/shapes/Constraint5>,valid,164764,1550.6012029647827
<http://SGKG4.org/shapes/Constraint5>,valid,156507,1550.5592002868652
<http://SGKG4.org/shapes/Constraint5>,valid,167006,1550.6111721992493
<http://SGKG4.org/shapes/Constraint5>,valid,167707,1550.6142082214355
<http://SGKG4.org/shapes/Constraint1>,valid,24124,346.1934196949005
<http://SGKG4.org/shapes/Constraint5>,valid,156468,1550.5592002868652
<http://SGKG4.org/shapes/Constraint4>,valid,110230,1230.65687417984
<http://SGKG4.org/shapes/Constraint4>,valid,125737,1230.7258751392365
<http://SGKG4.org/shapes/Constraint3>,valid,90508,951.5144493579865
<http://SGKG4.org/shapes/Constraint2>,valid,56352,666.9125854969025
<http://SGKG4.org/shapes/Constraint2>,valid,48940,666.878585100174
<http://SGKG4.org/shapes/Constraint5>,violated,136510,1550.4671702384949
<http://SGKG4.org/shapes/Constraint5>,valid,166271,1550.6082029342651
<http://SGKG4.org/shapes/Constraint4>,valid,120411,1230.7008800506592
<http://SGKG4.org/shapes/Constraint3>,violated,75187,951.4564497470856
<http://SGKG4.org/shapes/Constraint3>,valid,90695,951.5144493579865
<http://SGKG4.org/shapes/Constraint1>,valid,4879,346.0644929409027
<http://SGKG4.org/shapes/Constraint4>,valid,111260,1230.6608743667603
<http://SGKG4.org/shapes/Constraint5>,valid,157364,1550.5681703090668
<http://SGKG4.org/shapes/Constraint4>,valid,120226,1230.699879169464
<http://SGKG4.org/shapes/Constraint5>,valid,168176,1550.6161675453186
<http://SGKG4.org/shapes/Constraint3>,valid,98096,951.5424892902374
<http://SGKG4.org/shapes/Constraint5>,valid,148026,1550.5222091674805
<http://SGKG4.org/shapes/Constraint1>,valid,13414,346.1193268299103
<http://SGKG4.org/shapes/Constraint2>,valid,39632,666.8403987884521
<http://SGKG4.org/shapes/Constraint5>,valid,140740,1550.4911668300629
<http://SGKG4.org/shapes/Constraint3>,valid,97245,951.5394518375397
<http://SGKG4.org/shapes/Constraint4>,valid,117265,1230.6868734359741
<http://SGKG4.org/shapes/Constraint1>,valid,11326,346.1063220500946
<http://SGKG4.org/shapes/Constraint5>,valid,143466,1550.5031695365906
<http://SGKG4.org/shapes/Constraint2>,valid,39690,666.8403987884521
<http://SGKG4.org/shapes/Constraint5>,valid,154423,1550.5501687526703
<http://SGKG4.org/shapes/Constraint3>,valid,80225,951.4774498939514
<http://SGKG4.org/shapes/Constraint1>,valid,10073,346.09834909439087
<http://SGKG4.org/shapes/Constraint3>,valid,97253,951.5394518375397
<http://SGKG4.org/shapes/Constraint3>,valid,80727,951.4794497489929
<http://SGKG4.org/shapes/Constraint4>,valid,111118,1230.659874200821
<http://SGKG4.org/shapes/Constraint5>,valid,146013,1550.5141689777374
<http://SGKG4.org/shapes/Constraint5>,valid,160281,1550.5821676254272
<http://SGKG4.org/shapes/Constraint2>,valid,55348,666.9085907936096
<http://SGKG4.org/shapes/Constraint4>,valid,106673,1230.6409113407135
<http://SGKG4.org/shapes/Constraint5>,valid,152431,1550.541204214096
<http://SGKG4.org/shapes/Constraint2>,valid,61359,666.9331798553467
<http://SGKG4.org/shapes/Constraint2>,valid,46018,666.8665850162506
<http://SGKG4.org/shapes/Constraint1>,valid,24039,346.1934196949005
<http://SGKG4.org/shapes/Constraint1>,valid,24568,346.19640612602234
<http://SGKG4.org/shapes/Constraint5>,valid,148547,1550.5252044200897
<http://SGKG4.org/shapes/Constraint4>,valid,112188,1230.6648740768433
<http://SGKG4.org/shapes/Constraint1>,valid,29520,346.22441029548645
<http://SGKG4.org/shapes/Constraint1>,valid,18329,346.15336084365845
<http://SGKG4.org/shapes/Constraint5>,valid,149162,1550.5271997451782
<http://SGKG4.org/shapes/Constraint1>,valid,25082,346.1994061470032
<http://SGKG4.org/shapes/Constraint4>,valid,113162,1230.6688742637634
<http://SGKG4.org/shapes/Constraint1>,valid,31643,346.2334110736847
<http://SGKG4.org/shapes/Constraint5>,valid,168868,1550.618204832077
<http://SGKG4.org/shapes/Constraint4>,valid,108848,1230.6508762836456
<http://SGKG4.org/shapes/Constraint1>,valid,26940,346.2104058265686
<http://SGKG4.org/shapes/Constraint3>,valid,87201,951.5024509429932
<http://SGKG4.org/shapes/Constraint4>,valid,118260,1230.690928220749
<http://SGKG4.org/shapes/Constraint4>,valid,102636,1230.621878862381
<http://SGKG4.org/shapes/Constraint1>,valid,22091,346.18141746520996
<http://SGKG4.org/shapes/Constraint3>,valid,83261,951.4884495735168
<http://SGKG4.org/shapes/Constraint3>,valid,83656,951.4904496669769
<http://SGKG4.org/shapes/Constraint1>,valid,18804,346.1563243865967
<http://SGKG4.org/shapes/Constraint2>,valid,62745,666.9381940364838
<http://SGKG4.org/shapes/Constraint4>,valid,113714,1230.6718752384186
<http://SGKG4.org/shapes/Constraint3>,violated,73255,951.4494500160217
<http://SGKG4.org/shapes/Constraint1>,valid,15187,346.1313261985779
<http://SGKG4.org/shapes/Constraint4>,valid,102730,1230.6228775978088
<http://SGKG4.org/shapes/Constraint1>,valid,16403,346.14031744003296
<http://SGKG4.org/shapes/Constraint3>,valid,82284,951.485449552536
<http://SGKG4.org/shapes/Constraint5>,valid,157597,1550.5691697597504
<http://SGKG4.org/shapes/Constraint1>,valid,18164,346.1523234844208
<http://SGKG4.org/shapes/Constraint4>,valid,109070,1230.6518757343292
<http://SGKG4.org/shapes/Constraint2>,valid,38828,666.8363966941833
<http://SGKG4.org/shapes/Constraint4>,valid,123927,1230.7178757190704
<http://SGKG4.org/shapes/Constraint1>,valid,19584,346.1623635292053
<http://SGKG4.org/shapes/Constraint3>,valid,94149,951.5264520645142
<http://SGKG4.org/shapes/Constraint2>,valid,42337,666.8514666557312
<http://SGKG4.org/shapes/Constraint3>,valid,88626,951.5074496269226
<http://SGKG4.org/shapes/Constraint2>,valid,41734,666.849363565445
<http://SGKG4.org/shapes/Constraint1>,valid,16656,346.14131784439087
<http://SGKG4.org/shapes/Constraint2>,valid,35431,666.8224067687988
<http://SGKG4.org/shapes/Constraint3>,violated,70618,951.4374873638153
<http://SGKG4.org/shapes/Constraint4>,valid,107637,1230.6449208259583
<http://SGKG4.org/shapes/Constraint5>,valid,154528,1550.5501687526703
<http://SGKG4.org/shapes/Constraint3>,valid,88374,951.5064496994019
<http://SGKG4.org/shapes/Constraint4>,valid,103506,1230.6258788108826
<http://SGKG4.org/shapes/Constraint2>,valid,41894,666.849363565445
<http://SGKG4.org/shapes/Constraint2>,valid,46973,666.8705856800079
<http://SGKG4.org/shapes/Constraint2>,valid,56593,666.9135830402374
<http://SGKG4.org/shapes/Constraint2>,valid,61368,666.9331798553467
<http://SGKG4.org/shapes/Constraint3>,violated,73353,951.4504499435425
<http://SGKG4.org/shapes/Constraint3>,valid,78195,951.4694499969482
<http://SGKG4.org/shapes/Constraint5>,valid,165389,1550.6042037010193
<http://SGKG4.org/shapes/Constraint3>,valid,86363,951.4994494915009
<http://SGKG4.org/shapes/Constraint5>,valid,151901,1550.5392026901245
<http://SGKG4.org/shapes/Constraint4>,valid,106344,1230.6388764381409
<http://SGKG4.org/shapes/Constraint1>,valid,1111,346.03944182395935
<http://SGKG4.org/shapes/Constraint3>,valid,84209,951.4924504756927
<http://SGKG4.org/shapes/Constraint1>,valid,5791,346.0716600418091
<http://SGKG4.org/shapes/Constraint2>,valid,37181,666.8294010162354
<http://SGKG4.org/shapes/Constraint2>,valid,41886,666.849363565445
<http://SGKG4.org/shapes/Constraint5>,violated,138920,1550.4801659584045
<http://SGKG4.org/shapes/Constraint1>,valid,22994,346.1864058971405
<http://SGKG4.org/shapes/Constraint2>,valid,51983,666.8915519714355
<http://SGKG4.org/shapes/Constraint1>,valid,4898,346.0644929409027
<http://SGKG4.org/shapes/Constraint4>,valid,101856,1230.6188781261444
<http://SGKG4.org/shapes/Constraint4>,valid,123016,1230.7138755321503
<http://SGKG4.org/shapes/Constraint4>,valid,133219,1230.7568736076355
<http://SGKG4.org/shapes/Constraint4>,valid,130988,1230.7479119300842
<http://SGKG4.org/shapes/Constraint2>,valid,40440,666.8434023857117
<http://SGKG4.org/shapes/Constraint2>,valid,41669,666.8484046459198
<http://SGKG4.org/shapes/Constraint3>,valid,98609,951.5444824695587
<http://SGKG4.org/shapes/Constraint4>,valid,132603,1230.7548747062683
<http://SGKG4.org/shapes/Constraint1>,valid,2062,346.04644441604614
<http://SGKG4.org/shapes/Constraint2>,valid,65105,666.9481778144836
<http://SGKG4.org/shapes/Constraint4>,valid,113672,1230.670874118805
<http://SGKG4.org/shapes/Constraint1>,valid,6024,346.07332706451416
<http://SGKG4.org/shapes/Constraint4>,valid,130486,1230.7458753585815
<http://SGKG4.org/shapes/Constraint4>,valid,110633,1230.657874584198
<http://SGKG4.org/shapes/Constraint3>,violated,73182,951.4494500160217
<http://SGKG4.org/shapes/Constraint3>,valid,101300,951.5544848442078
<http://SGKG4.org/shapes/Constraint4>,valid,107915,1230.645915031433
<http://SGKG4.org/shapes/Constraint5>,valid,159038,1550.5771701335907
<http://SGKG4.org/shapes/Constraint5>,violated,138233,1550.477166891098
<http://SGKG4.org/shapes/Constraint3>,valid,97590,951.5404853820801
<http://SGKG4.org/shapes/Constraint2>,valid,53211,666.8965525627136
<http://SGKG4.org/shapes/Constraint1>,valid,28804,346.2203755378723
<http://SGKG4.org/shapes/Constraint5>,valid,150164,1550.531212568283
<http://SGKG4.org/shapes/Constraint2>,valid,63008,666.9391763210297
<http://SGKG4.org/shapes/Constraint3>,valid,86019,951.4984493255615
<http://SGKG4.org/shapes/Constraint2>,valid,64613,666.9461450576782
<http://SGKG4.org/shapes/Constraint3>,valid,84284,951.4924504756927
<http://SGKG4.org/shapes/Constraint3>,valid,94469,951.5274522304535
<http://SGKG4.org/shapes/Constraint5>,valid,144985,1550.510169506073
<http://SGKG4.org/shapes/Constraint1>,valid,2596,346.0504457950592
<http://SGKG4.org/shapes/Constraint2>,valid,33923,666.8163998126984
<http://SGKG4.org/shapes/Constraint2>,valid,52755,666.8945515155792
<http://SGKG4.org/shapes/Constraint4>,valid,111952,1230.6638741493225
<http://SGKG4.org/shapes/Constraint2>,valid,48713,666.8775854110718
<http://SGKG4.org/shapes/Constraint2>,valid,61442,666.9331798553467
<http://SGKG4.org/shapes/Constraint1>,valid,28605,346.21937680244446
<http://SGKG4.org/shapes/Constraint4>,valid,132351,1230.7538750171661
<http://SGKG4.org/shapes/Constraint1>,valid,5841,346.072660446167
<http://SGKG4.org/shapes/Constraint5>,valid,140624,1550.4901685714722
<http://SGKG4.org/shapes/Constraint5>,valid,149437,1550.5282037258148
<http://SGKG4.org/shapes/Constraint5>,violated,138177,1550.477166891098
