Shape,Result,Number,Time
<http://SGKG4.org/shapes/Constraint2>,valid,53888,666.9025866985321
<http://SGKG4.org/shapes/Constraint4>,valid,134322,1230.7618763446808
<http://SGKG4.org/shapes/Constraint2>,valid,38806,666.8363966941833
<http://SGKG4.org/shapes/Constraint5>,valid,141112,1550.492169380188
<http://SGKG4.org/shapes/Constraint2>,valid,61354,666.9331798553467
<http://SGKG4.org/shapes/Constraint4>,valid,112834,1230.6678738594055
<http://SGKG4.org/shapes/Constraint2>,valid,39458,666.8393983840942
<http://SGKG4.org/shapes/Constraint3>,violated,72611,951.447450876236
<http://SGKG4.org/shapes/Constraint2>,valid,48707,666.8775854110718
<http://SGKG4.org/shapes/Constraint2>,valid,46212,666.8675532341003
<http://SGKG4.org/shapes/Constraint2>,valid,47293,666.8725860118866
<http://SGKG4.org/shapes/Constraint2>,valid,64174,666.9441752433777
<http://SGKG4.org/shapes/Constraint4>,valid,134573,1230.7628750801086
<http://SGKG4.org/shapes/Constraint5>,valid,148452,1550.5242023468018
<http://SGKG4.org/shapes/Constraint1>,valid,381,346.0344409942627
<http://SGKG4.org/shapes/Constraint3>,valid,100761,951.5524852275848
<http://SGKG4.org/shapes/Constraint5>,valid,161118,1550.5862047672272
<http://SGKG4.org/shapes/Constraint3>,violated,75812,951.4594497680664
<http://SGKG4.org/shapes/Constraint3>,valid,78799,951.4724502563477
<http://SGKG4.org/shapes/Constraint4>,valid,131916,1230.751914024353
<http://SGKG4.org/shapes/Constraint3>,valid,78718,951.4724502563477
<http://SGKG4.org/shapes/Constraint5>,valid,152599,1550.5422022342682
<http://SGKG4.org/shapes/Constraint2>,valid,47059,666.8715856075287
<http://SGKG4.org/shapes/Constraint3>,valid,83025,951.4884495735168
<http://SGKG4.org/shapes/Constraint2>,valid,45809,666.8655831813812
<http://SGKG4.org/shapes/Constraint3>,valid,99622,951.5484848022461
<http://SGKG4.org/shapes/Constraint3>,valid,80003,951.4774498939514
<http://SGKG4.org/shapes/Constraint5>,valid,167455,1550.6132035255432
<http://SGKG4.org/shapes/Constraint2>,valid,50607,666.8855516910553
<http://SGKG4.org/shapes/Constraint1>,valid,2313,346.0484857559204
<http://SGKG4.org/shapes/Constraint3>,valid,94380,951.5274522304535
<http://SGKG4.org/shapes/Constraint3>,valid,98145,951.5424892902374
<http://SGKG4.org/shapes/Constraint5>,valid,153176,1550.5442032814026
<http://SGKG4.org/shapes/Constraint4>,valid,125926,1230.7268753051758
<http://SGKG4.org/shapes/Constraint3>,violated,74881,951.4554495811462
<http://SGKG4.org/shapes/Constraint2>,valid,63468,666.9411425590515
<http://SGKG4.org/shapes/Constraint5>,valid,158442,1550.5731692314148
<http://SGKG4.org/shapes/Constraint1>,valid,25666,346.20340609550476
<http://SGKG4.org/shapes/Constraint4>,valid,128185,1230.7358756065369
<http://SGKG4.org/shapes/Constraint3>,valid,99913,951.5494871139526
<http://SGKG4.org/shapes/Constraint1>,valid,25982,346.2054057121277
<http://SGKG4.org/shapes/Constraint3>,violated,72741,951.4484505653381
<http://SGKG4.org/shapes/Constraint3>,valid,99815,951.5494871139526
<http://SGKG4.org/shapes/Constraint1>,valid,27609,346.2144193649292
<http://SGKG4.org/shapes/Constraint5>,valid,161509,1550.5872030258179
<http://SGKG4.org/shapes/Constraint4>,valid,121310,1230.7069108486176
<http://SGKG4.org/shapes/Constraint5>,valid,159160,1550.5771701335907
<http://SGKG4.org/shapes/Constraint3>,valid,87760,951.5044500827789
<http://SGKG4.org/shapes/Constraint3>,valid,87254,951.5024509429932
<http://SGKG4.org/shapes/Constraint5>,valid,165800,1550.606202840805
<http://SGKG4.org/shapes/Constraint5>,valid,164896,1550.6022050380707
<http://SGKG4.org/shapes/Constraint2>,valid,61250,666.9321782588959
<http://SGKG4.org/shapes/Constraint2>,valid,64393,666.9451775550842
<http://SGKG4.org/shapes/Constraint2>,valid,52962,666.8955521583557
<http://SGKG4.org/shapes/Constraint2>,valid,55875,666.9105851650238
<http://SGKG4.org/shapes/Constraint3>,valid,88502,951.5074496269226
<http://SGKG4.org/shapes/Constraint2>,valid,53199,666.8965525627136
<http://SGKG4.org/shapes/Constraint1>,valid,17895,346.1493196487427
<http://SGKG4.org/shapes/Constraint2>,valid,41477,666.8473999500275
<http://SGKG4.org/shapes/Constraint5>,violated,136074,1550.465171098709
<http://SGKG4.org/shapes/Constraint4>,valid,125425,1230.7238750457764
<http://SGKG4.org/shapes/Constraint3>,valid,85646,951.4974493980408
<http://SGKG4.org/shapes/Constraint5>,valid,166062,1550.6071999073029
<http://SGKG4.org/shapes/Constraint3>,violated,76069,951.4604496955872
<http://SGKG4.org/shapes/Constraint1>,valid,5539,346.07065773010254
<http://SGKG4.org/shapes/Constraint4>,valid,123057,1230.7138755321503
<http://SGKG4.org/shapes/Constraint2>,valid,47855,666.8745872974396
<http://SGKG4.org/shapes/Constraint2>,valid,46280,666.8675532341003
<http://SGKG4.org/shapes/Constraint2>,valid,35669,666.8233995437622
<http://SGKG4.org/shapes/Constraint5>,valid,147879,1550.5222091674805
<http://SGKG4.org/shapes/Constraint1>,valid,2852,346.0514805316925
<http://SGKG4.org/shapes/Constraint4>,valid,124402,1230.719875574112
<http://SGKG4.org/shapes/Constraint2>,valid,36476,666.8263983726501
<http://SGKG4.org/shapes/Constraint3>,valid,88770,951.5084509849548
<http://SGKG4.org/shapes/Constraint1>,valid,17998,346.15031909942627
<http://SGKG4.org/shapes/Constraint1>,valid,25328,346.20141863822937
<http://SGKG4.org/shapes/Constraint2>,valid,44089,666.8585870265961
<http://SGKG4.org/shapes/Constraint3>,violated,71619,951.4434499740601
<http://SGKG4.org/shapes/Constraint4>,valid,110099,1230.6558747291565
<http://SGKG4.org/shapes/Constraint3>,valid,80986,951.4804491996765
<http://SGKG4.org/shapes/Constraint4>,valid,113561,1230.670874118805
<http://SGKG4.org/shapes/Constraint1>,valid,23659,346.1904170513153
<http://SGKG4.org/shapes/Constraint1>,valid,8827,346.0913484096527
<http://SGKG4.org/shapes/Constraint5>,valid,146799,1550.5171670913696
<http://SGKG4.org/shapes/Constraint4>,valid,112923,1230.6678738594055
<http://SGKG4.org/shapes/Constraint2>,valid,52174,666.8925523757935
<http://SGKG4.org/shapes/Constraint1>,valid,26993,346.21140575408936
<http://SGKG4.org/shapes/Constraint4>,valid,107276,1230.6429109573364
<http://SGKG4.org/shapes/Constraint3>,valid,101098,951.55348777771
<http://SGKG4.org/shapes/Constraint5>,valid,154625,1550.5501687526703
<http://SGKG4.org/shapes/Constraint2>,valid,41875,666.849363565445
<http://SGKG4.org/shapes/Constraint3>,valid,95995,951.5344521999359
<http://SGKG4.org/shapes/Constraint2>,valid,41470,666.8473999500275
<http://SGKG4.org/shapes/Constraint2>,valid,46648,666.8695876598358
<http://SGKG4.org/shapes/Constraint5>,valid,146387,1550.5161690711975
<http://SGKG4.org/shapes/Constraint5>,valid,145654,1550.5121700763702
<http://SGKG4.org/shapes/Constraint1>,valid,22622,346.1844062805176
<http://SGKG4.org/shapes/Constraint1>,valid,10569,346.1013615131378
<http://SGKG4.org/shapes/Constraint2>,valid,67553,666.9581801891327
<http://SGKG4.org/shapes/Constraint1>,valid,957,346.03844022750854
<http://SGKG4.org/shapes/Constraint1>,valid,13078,346.1173267364502
<http://SGKG4.org/shapes/Constraint4>,valid,102353,1230.620877981186
<http://SGKG4.org/shapes/Constraint2>,valid,60095,666.9281749725342
<http://SGKG4.org/shapes/Constraint4>,valid,114139,1230.672874212265
<http://SGKG4.org/shapes/Constraint4>,valid,135197,1230.7658743858337
<http://SGKG4.org/shapes/Constraint2>,valid,41352,666.8473999500275
<http://SGKG4.org/shapes/Constraint2>,valid,65321,666.949177980423
<http://SGKG4.org/shapes/Constraint3>,valid,79857,951.4764506816864
<http://SGKG4.org/shapes/Constraint3>,valid,97450,951.5404853820801
<http://SGKG4.org/shapes/Constraint5>,valid,151486,1550.5372023582458
<http://SGKG4.org/shapes/Constraint1>,valid,27112,346.21140575408936
<http://SGKG4.org/shapes/Constraint4>,valid,116652,1230.6838750839233
<http://SGKG4.org/shapes/Constraint5>,valid,165045,1550.6022050380707
<http://SGKG4.org/shapes/Constraint2>,valid,40208,666.8423988819122
<http://SGKG4.org/shapes/Constraint4>,valid,106963,1230.6419088840485
<http://SGKG4.org/shapes/Constraint4>,valid,131680,1230.7509100437164
<http://SGKG4.org/shapes/Constraint5>,valid,150612,1550.5332062244415
<http://SGKG4.org/shapes/Constraint2>,valid,56747,666.9135830402374
<http://SGKG4.org/shapes/Constraint3>,valid,79142,951.474449634552
<http://SGKG4.org/shapes/Constraint4>,valid,125614,1230.7248752117157
<http://SGKG4.org/shapes/Constraint4>,valid,126752,1230.7298753261566
<http://SGKG4.org/shapes/Constraint4>,valid,127380,1230.7328751087189
<http://SGKG4.org/shapes/Constraint5>,valid,162307,1550.591199874878
<http://SGKG4.org/shapes/Constraint5>,valid,146886,1550.51820230484
<http://SGKG4.org/shapes/Constraint3>,valid,80847,951.4804491996765
<http://SGKG4.org/shapes/Constraint2>,valid,53200,666.8965525627136
<http://SGKG4.org/shapes/Constraint2>,valid,62546,666.9371755123138
<http://SGKG4.org/shapes/Constraint4>,valid,126550,1230.7288751602173
<http://SGKG4.org/shapes/Constraint1>,valid,5655,346.07065773010254
<http://SGKG4.org/shapes/Constraint3>,violated,71968,951.4444499015808
<http://SGKG4.org/shapes/Constraint3>,valid,83886,951.4914498329163
<http://SGKG4.org/shapes/Constraint3>,violated,73565,951.4514496326447
<http://SGKG4.org/shapes/Constraint4>,valid,119399,1230.695910692215
<http://SGKG4.org/shapes/Constraint2>,valid,43889,666.8575856685638
<http://SGKG4.org/shapes/Constraint4>,valid,131229,1230.748914718628
<http://SGKG4.org/shapes/Constraint2>,valid,57761,666.9185857772827
<http://SGKG4.org/shapes/Constraint3>,violated,67865,951.4264528751373
<http://SGKG4.org/shapes/Constraint4>,valid,109989,1230.6558747291565
<http://SGKG4.org/shapes/Constraint5>,valid,158945,1550.5761694908142
<http://SGKG4.org/shapes/Constraint3>,valid,79362,951.474449634552
<http://SGKG4.org/shapes/Constraint2>,valid,55515,666.9085907936096
<http://SGKG4.org/shapes/Constraint3>,valid,76322,951.461451292038
<http://SGKG4.org/shapes/Constraint2>,valid,64397,666.9451775550842
<http://SGKG4.org/shapes/Constraint5>,violated,138711,1550.479166507721
<http://SGKG4.org/shapes/Constraint4>,valid,102991,1230.623878955841
<http://SGKG4.org/shapes/Constraint1>,valid,31392,346.23240971565247
<http://SGKG4.org/shapes/Constraint3>,violated,74593,951.4544501304626
<http://SGKG4.org/shapes/Constraint3>,valid,96709,951.5374526977539
<http://SGKG4.org/shapes/Constraint4>,valid,133965,1230.7608759403229
<http://SGKG4.org/shapes/Constraint5>,violated,137833,1550.475167274475
<http://SGKG4.org/shapes/Constraint3>,valid,91075,951.5164496898651
<http://SGKG4.org/shapes/Constraint2>,valid,45427,666.8645853996277
<http://SGKG4.org/shapes/Constraint2>,valid,64538,666.9451775550842
<http://SGKG4.org/shapes/Constraint1>,valid,5243,346.0687131881714
<http://SGKG4.org/shapes/Constraint3>,valid,85599,951.4964497089386
<http://SGKG4.org/shapes/Constraint3>,valid,97118,951.5394518375397
<http://SGKG4.org/shapes/Constraint2>,valid,64392,666.9451775550842
<http://SGKG4.org/shapes/Constraint4>,valid,119370,1230.6948783397675
<http://SGKG4.org/shapes/Constraint1>,valid,89,346.0324466228485
<http://SGKG4.org/shapes/Constraint1>,valid,24380,346.19541811943054
<http://SGKG4.org/shapes/Constraint5>,valid,162505,1550.5922074317932
<http://SGKG4.org/shapes/Constraint2>,valid,63265,666.9401795864105
<http://SGKG4.org/shapes/Constraint1>,valid,24707,346.19741773605347
<http://SGKG4.org/shapes/Constraint2>,valid,55304,666.9075865745544
<http://SGKG4.org/shapes/Constraint3>,valid,86277,951.4994494915009
<http://SGKG4.org/shapes/Constraint2>,valid,57249,666.9155881404877
<http://SGKG4.org/shapes/Constraint3>,valid,77986,951.4684510231018
<http://SGKG4.org/shapes/Constraint2>,valid,40906,666.8454012870789
<http://SGKG4.org/shapes/Constraint2>,valid,59641,666.9261453151703
<http://SGKG4.org/shapes/Constraint2>,valid,60584,666.9301810264587
<http://SGKG4.org/shapes/Constraint3>,valid,96262,951.5354528427124
<http://SGKG4.org/shapes/Constraint2>,valid,54426,666.9045858383179
<http://SGKG4.org/shapes/Constraint5>,valid,159742,1550.5802025794983
<http://SGKG4.org/shapes/Constraint2>,valid,38650,666.835399389267
<http://SGKG4.org/shapes/Constraint1>,valid,26545,346.20840549468994
<http://SGKG4.org/shapes/Constraint5>,valid,156309,1550.5582029819489
<http://SGKG4.org/shapes/Constraint2>,valid,38954,666.8373992443085
<http://SGKG4.org/shapes/Constraint4>,valid,111609,1230.6618750095367
<http://SGKG4.org/shapes/Constraint3>,valid,89704,951.5114493370056
<http://SGKG4.org/shapes/Constraint4>,valid,105809,1230.6359105110168
<http://SGKG4.org/shapes/Constraint4>,valid,128824,1230.7388756275177
<http://SGKG4.org/shapes/Constraint1>,valid,31702,346.2334110736847
<http://SGKG4.org/shapes/Constraint5>,valid,145904,1550.5131695270538
<http://SGKG4.org/shapes/Constraint4>,valid,131747,1230.7509100437164
<http://SGKG4.org/shapes/Constraint5>,valid,149584,1550.5292053222656
<http://SGKG4.org/shapes/Constraint2>,valid,54031,666.9025866985321
<http://SGKG4.org/shapes/Constraint1>,valid,25935,346.2044062614441
<http://SGKG4.org/shapes/Constraint4>,valid,132559,1230.7548747062683
<http://SGKG4.org/shapes/Constraint1>,valid,14614,346.12732219696045
<http://SGKG4.org/shapes/Constraint5>,valid,148407,1550.5242023468018
<http://SGKG4.org/shapes/Constraint2>,valid,37761,666.8313982486725
<http://SGKG4.org/shapes/Constraint4>,valid,119974,1230.698879480362
<http://SGKG4.org/shapes/Constraint1>,valid,692,346.0364410877228
<http://SGKG4.org/shapes/Constraint1>,valid,18179,346.1523234844208
<http://SGKG4.org/shapes/Constraint2>,valid,45048,666.862585067749
<http://SGKG4.org/shapes/Constraint2>,valid,59121,666.9235563278198
<http://SGKG4.org/shapes/Constraint3>,valid,83468,951.4894506931305
<http://SGKG4.org/shapes/Constraint2>,valid,64751,666.9461450576782
<http://SGKG4.org/shapes/Constraint3>,valid,92289,951.5205101966858
<http://SGKG4.org/shapes/Constraint1>,valid,2673,346.0504457950592
<http://SGKG4.org/shapes/Constraint3>,violated,69211,951.4324879646301
<http://SGKG4.org/shapes/Constraint1>,valid,319,346.0344409942627
<http://SGKG4.org/shapes/Constraint3>,valid,92765,951.5224521160126
<http://SGKG4.org/shapes/Constraint3>,valid,76553,951.4624516963959
<http://SGKG4.org/shapes/Constraint4>,valid,115054,1230.676873922348
<http://SGKG4.org/shapes/Constraint1>,valid,4429,346.06144309043884
<http://SGKG4.org/shapes/Constraint3>,valid,80071,951.4774498939514
<http://SGKG4.org/shapes/Constraint4>,valid,112483,1230.6658759117126
<http://SGKG4.org/shapes/Constraint4>,valid,114572,1230.6748740673065
<http://SGKG4.org/shapes/Constraint2>,valid,36694,666.8273966312408
<http://SGKG4.org/shapes/Constraint3>,violated,73940,951.4524500370026
<http://SGKG4.org/shapes/Constraint4>,valid,117456,1230.6878736019135
<http://SGKG4.org/shapes/Constraint3>,valid,79785,951.4764506816864
<http://SGKG4.org/shapes/Constraint2>,valid,40175,666.8423988819122
<http://SGKG4.org/shapes/Constraint1>,valid,24199,346.1944215297699
<http://SGKG4.org/shapes/Constraint2>,valid,67044,666.9561789035797
<http://SGKG4.org/shapes/Constraint4>,valid,135264,1230.7658743858337
<http://SGKG4.org/shapes/Constraint2>,valid,43052,666.8545854091644
<http://SGKG4.org/shapes/Constraint4>,valid,132630,1230.7548747062683
<http://SGKG4.org/shapes/Constraint2>,valid,66148,666.9521791934967
<http://SGKG4.org/shapes/Constraint5>,valid,153024,1550.5442032814026
<http://SGKG4.org/shapes/Constraint5>,valid,153726,1550.5462021827698
<http://SGKG4.org/shapes/Constraint3>,valid,77310,951.4654502868652
<http://SGKG4.org/shapes/Constraint3>,valid,86668,951.5004494190216
<http://SGKG4.org/shapes/Constraint5>,valid,161462,1550.5872030258179
<http://SGKG4.org/shapes/Constraint3>,valid,89107,951.5094497203827
<http://SGKG4.org/shapes/Constraint3>,valid,93687,951.5254516601562
<http://SGKG4.org/shapes/Constraint1>,valid,1512,346.0424528121948
<http://SGKG4.org/shapes/Constraint4>,valid,107990,1230.6468765735626
<http://SGKG4.org/shapes/Constraint1>,valid,9260,346.0933487415314
<http://SGKG4.org/shapes/Constraint4>,valid,124944,1230.7218754291534
<http://SGKG4.org/shapes/Constraint2>,valid,37866,666.8323991298676
<http://SGKG4.org/shapes/Constraint5>,valid,151196,1550.5361685752869
<http://SGKG4.org/shapes/Constraint5>,violated,137497,1550.4741668701172
<http://SGKG4.org/shapes/Constraint5>,valid,151011,1550.535166978836
<http://SGKG4.org/shapes/Constraint5>,valid,147347,1550.5201997756958
<http://SGKG4.org/shapes/Constraint1>,valid,28986,346.22141456604004
<http://SGKG4.org/shapes/Constraint4>,valid,115592,1230.6798741817474
<http://SGKG4.org/shapes/Constraint1>,valid,24368,346.19541811943054
<http://SGKG4.org/shapes/Constraint1>,valid,11338,346.1063220500946
<http://SGKG4.org/shapes/Constraint1>,valid,2290,346.0484857559204
<http://SGKG4.org/shapes/Constraint2>,valid,65980,666.9511778354645
<http://SGKG4.org/shapes/Constraint2>,valid,45151,666.862585067749
<http://SGKG4.org/shapes/Constraint4>,valid,110921,1230.6588742733002
<http://SGKG4.org/shapes/Constraint4>,valid,120479,1230.7008800506592
<http://SGKG4.org/shapes/Constraint3>,valid,84961,951.4944496154785
<http://SGKG4.org/shapes/Constraint3>,valid,77460,951.4664494991302
<http://SGKG4.org/shapes/Constraint2>,valid,47923,666.8745872974396
<http://SGKG4.org/shapes/Constraint5>,valid,149512,1550.5282037258148
<http://SGKG4.org/shapes/Constraint5>,valid,160059,1550.5812039375305
<http://SGKG4.org/shapes/Constraint1>,valid,1800,346.0444734096527
<http://SGKG4.org/shapes/Constraint2>,valid,57299,666.916585445404
<http://SGKG4.org/shapes/Constraint1>,valid,30080,346.2264139652252
<http://SGKG4.org/shapes/Constraint3>,violated,73314,951.4504499435425
<http://SGKG4.org/shapes/Constraint1>,valid,324,346.0344409942627
<http://SGKG4.org/shapes/Constraint5>,valid,151592,1550.5372023582458
<http://SGKG4.org/shapes/Constraint3>,violated,73350,951.4504499435425
<http://SGKG4.org/shapes/Constraint4>,valid,103066,1230.623878955841
<http://SGKG4.org/shapes/Constraint2>,valid,49773,666.8825533390045
<http://SGKG4.org/shapes/Constraint3>,violated,68020,951.4264528751373
<http://SGKG4.org/shapes/Constraint1>,valid,24777,346.19741773605347
<http://SGKG4.org/shapes/Constraint4>,valid,128648,1230.7378754615784
<http://SGKG4.org/shapes/Constraint5>,valid,165998,1550.606202840805
<http://SGKG4.org/shapes/Constraint1>,valid,1991,346.04644441604614
<http://SGKG4.org/shapes/Constraint1>,valid,10221,346.0993490219116
<http://SGKG4.org/shapes/Constraint5>,valid,139538,1550.485169172287
<http://SGKG4.org/shapes/Constraint5>,valid,168229,1550.6161675453186
<http://SGKG4.org/shapes/Constraint4>,valid,130316,1230.7458753585815
<http://SGKG4.org/shapes/Constraint1>,valid,23344,346.1893799304962
<http://SGKG4.org/shapes/Constraint3>,violated,74143,951.4534509181976
<http://SGKG4.org/shapes/Constraint1>,valid,13071,346.1163263320923
<http://SGKG4.org/shapes/Constraint5>,valid,164000,1550.5981719493866
<http://SGKG4.org/shapes/Constraint3>,violated,69896,951.4354853630066
<http://SGKG4.org/shapes/Constraint1>,valid,31650,346.2334110736847
<http://SGKG4.org/shapes/Constraint4>,valid,130663,1230.7468748092651
<http://SGKG4.org/shapes/Constraint4>,valid,132709,1230.7548747062683
<http://SGKG4.org/shapes/Constraint4>,valid,131944,1230.751914024353
<http://SGKG4.org/shapes/Constraint2>,valid,49709,666.8825533390045
<http://SGKG4.org/shapes/Constraint3>,valid,95881,951.5344521999359
<http://SGKG4.org/shapes/Constraint4>,valid,109335,1230.6528747081757
<http://SGKG4.org/shapes/Constraint5>,violated,135700,1550.4631712436676
<http://SGKG4.org/shapes/Constraint4>,valid,118927,1230.693911075592
<http://SGKG4.org/shapes/Constraint4>,valid,126240,1230.727875471115
<http://SGKG4.org/shapes/Constraint5>,violated,135623,1550.4631712436676
<http://SGKG4.org/shapes/Constraint5>,valid,156474,1550.5592002868652
<http://SGKG4.org/shapes/Constraint3>,violated,75756,951.4584500789642
<http://SGKG4.org/shapes/Constraint1>,valid,4050,346.0594425201416
<http://SGKG4.org/shapes/Constraint1>,valid,18958,346.1583261489868
<http://SGKG4.org/shapes/Constraint1>,valid,32561,346.23641085624695
<http://SGKG4.org/shapes/Constraint3>,valid,87998,951.5054500102997
<http://SGKG4.org/shapes/Constraint5>,valid,150158,1550.531212568283
<http://SGKG4.org/shapes/Constraint5>,valid,158259,1550.572170495987
<http://SGKG4.org/shapes/Constraint2>,valid,59939,666.9271817207336
<http://SGKG4.org/shapes/Constraint1>,valid,20865,346.1743788719177
<http://SGKG4.org/shapes/Constraint5>,valid,168889,1550.619202375412
<http://SGKG4.org/shapes/Constraint4>,valid,106486,1230.6399130821228
<http://SGKG4.org/shapes/Constraint5>,valid,161106,1550.5862047672272
<http://SGKG4.org/shapes/Constraint1>,valid,4546,346.0624406337738
<http://SGKG4.org/shapes/Constraint1>,valid,6839,346.0783631801605
<http://SGKG4.org/shapes/Constraint3>,valid,97644,951.541485786438
<http://SGKG4.org/shapes/Constraint4>,valid,104754,1230.6318786144257
<http://SGKG4.org/shapes/Constraint3>,violated,71813,951.4434499740601
<http://SGKG4.org/shapes/Constraint1>,valid,21464,346.1774182319641
<http://SGKG4.org/shapes/Constraint2>,valid,57663,666.9175853729248
<http://SGKG4.org/shapes/Constraint4>,valid,126315,1230.727875471115
<http://SGKG4.org/shapes/Constraint3>,violated,73674,951.4514496326447
<http://SGKG4.org/shapes/Constraint5>,valid,156012,1550.5572044849396
<http://SGKG4.org/shapes/Constraint3>,valid,81995,951.4844493865967
<http://SGKG4.org/shapes/Constraint4>,valid,123621,1230.716875076294
<http://SGKG4.org/shapes/Constraint1>,valid,20108,346.16941928863525
<http://SGKG4.org/shapes/Constraint1>,valid,9955,346.09834909439087
<http://SGKG4.org/shapes/Constraint5>,valid,150744,1550.5342071056366
<http://SGKG4.org/shapes/Constraint1>,valid,30840,346.2294101715088
<http://SGKG4.org/shapes/Constraint1>,valid,16220,346.13832092285156
<http://SGKG4.org/shapes/Constraint1>,valid,31098,346.2304127216339
<http://SGKG4.org/shapes/Constraint1>,valid,13277,346.11832189559937
<http://SGKG4.org/shapes/Constraint2>,valid,41442,666.8473999500275
<http://SGKG4.org/shapes/Constraint5>,valid,160544,1550.5831701755524
<http://SGKG4.org/shapes/Constraint2>,valid,41791,666.849363565445
<http://SGKG4.org/shapes/Constraint3>,valid,92549,951.521452665329
<http://SGKG4.org/shapes/Constraint3>,violated,69515,951.4344878196716
<http://SGKG4.org/shapes/Constraint2>,valid,46707,666.8695876598358
<http://SGKG4.org/shapes/Constraint1>,valid,3757,346.05744767189026
<http://SGKG4.org/shapes/Constraint1>,valid,23938,346.1924171447754
<http://SGKG4.org/shapes/Constraint3>,violated,73743,951.4514496326447
<http://SGKG4.org/shapes/Constraint2>,valid,51784,666.8905518054962
<http://SGKG4.org/shapes/Constraint4>,valid,106620,1230.6409113407135
<http://SGKG4.org/shapes/Constraint5>,valid,158893,1550.5761694908142
<http://SGKG4.org/shapes/Constraint1>,valid,1748,346.0444734096527
<http://SGKG4.org/shapes/Constraint4>,valid,105947,1230.6368775367737
<http://SGKG4.org/shapes/Constraint4>,valid,131466,1230.7499101161957
<http://SGKG4.org/shapes/Constraint4>,valid,101819,1230.6188781261444
<http://SGKG4.org/shapes/Constraint1>,valid,29616,346.22441029548645
<http://SGKG4.org/shapes/Constraint4>,valid,105400,1230.6349136829376
<http://SGKG4.org/shapes/Constraint1>,valid,22288,346.1824061870575
<http://SGKG4.org/shapes/Constraint5>,valid,163401,1550.5952022075653
<http://SGKG4.org/shapes/Constraint2>,valid,49823,666.8825533390045
<http://SGKG4.org/shapes/Constraint4>,valid,105584,1230.6349136829376
<http://SGKG4.org/shapes/Constraint2>,valid,44246,666.8595852851868
<http://SGKG4.org/shapes/Constraint1>,valid,7501,346.08236050605774
<http://SGKG4.org/shapes/Constraint5>,valid,141593,1550.4941666126251
<http://SGKG4.org/shapes/Constraint3>,valid,98865,951.5454852581024
<http://SGKG4.org/shapes/Constraint2>,valid,40795,666.8454012870789
<http://SGKG4.org/shapes/Constraint4>,valid,105673,1230.6359105110168
<http://SGKG4.org/shapes/Constraint2>,valid,48405,666.8765859603882
<http://SGKG4.org/shapes/Constraint1>,valid,2161,346.047443151474
<http://SGKG4.org/shapes/Constraint2>,valid,64837,666.9471430778503
<http://SGKG4.org/shapes/Constraint4>,valid,112793,1230.6678738594055
<http://SGKG4.org/shapes/Constraint1>,valid,8950,346.0913484096527
<http://SGKG4.org/shapes/Constraint4>,valid,129037,1230.7398755550385
<http://SGKG4.org/shapes/Constraint4>,valid,121161,1230.7058761119843
<http://SGKG4.org/shapes/Constraint2>,valid,36442,666.8263983726501
<http://SGKG4.org/shapes/Constraint4>,valid,123367,1230.7158751487732
<http://SGKG4.org/shapes/Constraint5>,valid,144634,1550.5081703662872
<http://SGKG4.org/shapes/Constraint5>,valid,165237,1550.6032044887543
<http://SGKG4.org/shapes/Constraint3>,valid,97954,951.5424892902374
<http://SGKG4.org/shapes/Constraint2>,valid,35322,666.8224067687988
<http://SGKG4.org/shapes/Constraint2>,valid,48818,666.878585100174
<http://SGKG4.org/shapes/Constraint5>,valid,148585,1550.5252044200897
<http://SGKG4.org/shapes/Constraint5>,valid,152381,1550.541204214096
<http://SGKG4.org/shapes/Constraint3>,violated,75830,951.4594497680664
<http://SGKG4.org/shapes/Constraint2>,valid,45372,666.8635883331299
<http://SGKG4.org/shapes/Constraint2>,valid,64563,666.9461450576782
<http://SGKG4.org/shapes/Constraint5>,valid,158943,1550.5761694908142
<http://SGKG4.org/shapes/Constraint5>,valid,152706,1550.5422022342682
<http://SGKG4.org/shapes/Constraint4>,valid,129416,1230.74187541008
<http://SGKG4.org/shapes/Constraint3>,valid,101288,951.5544848442078
<http://SGKG4.org/shapes/Constraint4>,valid,132571,1230.7548747062683
<http://SGKG4.org/shapes/Constraint4>,valid,129523,1230.74187541008
<http://SGKG4.org/shapes/Constraint4>,valid,116095,1230.6818776130676
<http://SGKG4.org/shapes/Constraint3>,valid,86180,951.4984493255615
<http://SGKG4.org/shapes/Constraint2>,valid,58790,666.9225878715515
<http://SGKG4.org/shapes/Constraint1>,valid,816,346.03744101524353
<http://SGKG4.org/shapes/Constraint3>,valid,91536,951.5174493789673
<http://SGKG4.org/shapes/Constraint5>,valid,165260,1550.6032044887543
<http://SGKG4.org/shapes/Constraint4>,valid,101825,1230.6188781261444
<http://SGKG4.org/shapes/Constraint3>,valid,92429,951.5205101966858
<http://SGKG4.org/shapes/Constraint1>,valid,20307,346.1704180240631
<http://SGKG4.org/shapes/Constraint1>,valid,25531,346.20242381095886
<http://SGKG4.org/shapes/Constraint3>,valid,82423,951.4864494800568
<http://SGKG4.org/shapes/Constraint3>,valid,90250,951.5134494304657
<http://SGKG4.org/shapes/Constraint3>,valid,82013,951.4844493865967
<http://SGKG4.org/shapes/Constraint1>,valid,11499,346.10735964775085
<http://SGKG4.org/shapes/Constraint3>,violated,73230,951.4494500160217
<http://SGKG4.org/shapes/Constraint3>,valid,93575,951.5244517326355
<http://SGKG4.org/shapes/Constraint5>,valid,147940,1550.5222091674805
